,InstituteId,InstituteName,Institution,CourseName,Course,Location,City,BranchCode,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,AvgCutoffRank,Category-1_min,Category-1_max,Category-2A_min,Category-2A_max,Category-2B_min,Category-2B_max,Category-3A_min,Category-3A_max,Category-3B_min,Category-3B_max,Category-GM_min,Category-GM_max,Category-SC_min,Category-SC_max,Category-ST_min,Category-ST_max
554,E094,Coorg Institute of Technology  Kodagu,Coorg Institute of Technology  Kodagu [E094],Civil Engineering,Civil Engineering [CE],"Ponnampet,Kodagu",Kodagu,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173490,0,0,0,0,0,0,0,0,173490,0,0,0,0,0,0,0,0,0,0,173490,173490,0,0,0,0
275,E042,Khaja Banda Nawaz University  Kalburgi,Khaja Banda Nawaz University  Kalburgi [E042],Civil Engineering,Civil Engineering [CE],"KBN University Street, Khaja Colony, Gulbarga",Gulbarga,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174150,0,0,0,0,0,0,0,0,174150,0,0,0,0,0,0,0,0,0,0,174150,174150,0,0,0,0
1136,E198,Sharnbasva University College for Women(Formerly Godutai)  Gulbarga,Sharnbasva University College for Women(Formerly Godutai)  Gulbarga [E198],B TECH IN ELECTRICAL & ELECTRONICS ENGINEERING,B TECH IN ELECTRICAL & ELECTRONICS ENGINEERING [BJ],Gulbarga,Gulbarga,BJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174161,0,0,0,0,0,0,0,0,174161,0,0,0,0,0,0,0,0,0,0,174161,174161,0,0,0,0
894,E150,P E S Institute of Technology and Management  Shivamogga,P E S Institute of Technology and Management  Shivamogga [E150],Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],Shivamogga,Shivamogga,EE,0,0,0,165052,0,0,0,0,0,0,0,0,0,0,0,150577,0,155957,196517,0,0,203047,0,0,174230,0,0,165052,165052,0,0,0,0,0,0,150577,155957,196517,196517,203047,203047
1031,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,","Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist, [E174]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Kammasandra, Bengaluru Rural",Bengaluru Rural,EC,0,0,0,0,0,0,0,0,0,0,0,0,175145,0,0,173581,0,0,0,0,0,0,0,0,174363,0,0,0,0,0,0,0,0,175145,175145,173581,173581,0,0,0,0
654,E106,East West Institute of Technology  Bangalore,East West Institute of Technology  Bangalore [E106],Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"Yelahanka, Bengaluru",Bengaluru,EE,177092,0,0,173971,0,0,159385,0,0,0,0,0,177485,0,0,159104,0,181665,193035,0,0,0,0,0,174533,177092,177092,173971,173971,159385,159385,0,0,177485,177485,159104,181665,193035,193035,0,0
455,E076,"Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballari DT","Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballari DT [E076]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Hosapete, Bellary",Bellary,EC,0,0,0,0,0,0,169107,0,0,0,0,0,190595,0,0,167930,0,0,171332,0,0,0,0,0,174741,0,0,0,0,169107,169107,0,0,190595,190595,167930,167930,171332,171332,0,0
641,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Civil Engineering,Civil Engineering [CE],"Yelahanka, Bengaluru",Bengaluru,CE,0,0,0,175654,0,0,182440,0,0,175967,0,0,0,0,0,167408,0,0,173069,0,0,0,0,0,174907,0,0,175654,175654,182440,182440,175967,175967,0,0,167408,167408,173069,173069,0,0
620,E102,DONBOSCO Institute of Technology  Bangalore,DONBOSCO Institute of Technology  Bangalore [E102],Mechanical Engineering,Mechanical Engineering [ME],"Kumbalgodu,Bengaluru",Bengaluru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175684,0,0,0,0,0,0,0,0,175684,0,0,0,0,0,0,0,0,0,0,175684,175684,0,0,0,0
487,E081,H M S Institute of Technology  Tumkur,H M S Institute of Technology  Tumkur [E081],Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"Kyathasandra,Tumakuru",Tumakuru,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175698,0,0,0,0,0,0,0,0,175698,0,0,0,0,0,0,0,0,0,0,175698,175698,0,0,0,0
1385,E272,"Government Engineering College  Talakal,Koppal","Government Engineering College  Talakal,Koppal [E272]",Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"Talakal,Koppal",Koppal,EE,166428,0,0,193336,0,0,168591,0,0,176023,0,0,178469,0,0,164956,167936,174851,166041,0,0,201511,0,0,175814,166428,166428,193336,193336,168591,168591,176023,176023,178469,178469,164956,174851,166041,166041,201511,201511
1118,E193,"Srinivas University  Mukka, Suratkal, Mangalore","Srinivas University  Mukka, Suratkal, Mangalore [E193]",B TECH IN MECHANICAL ENGINEERING,B TECH IN MECHANICAL ENGINEERING [DB],"Mukka, Mangalore, Dakshina Kannada",Dakshina Kannada,DB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175846,0,0,0,0,0,0,0,0,175846,0,0,0,0,0,0,0,0,0,0,175846,175846,0,0,0,0
239,E035,"Anjuman Engineering College  Bhatkala, Uttar kannada Dist","Anjuman Engineering College  Bhatkala, Uttar kannada Dist [E035]",Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"Anjumanabad, Bhatkal, Uttara Kannada",Uttara Kannada,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176078,0,0,0,0,0,0,0,0,176078,0,0,0,0,0,0,0,0,0,0,176078,176078,0,0,0,0
553,E094,Coorg Institute of Technology  Kodagu,Coorg Institute of Technology  Kodagu [E094],Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Ponnampet,Kodagu",Kodagu,AI,0,0,0,198522,0,0,0,0,0,172500,0,0,0,0,0,159720,0,169138,173788,0,0,183846,0,0,176252,0,0,198522,198522,0,0,172500,172500,0,0,159720,169138,173788,173788,183846,183846
1084,E185,Angadi Institute of Technology and Management  Belgaum,Angadi Institute of Technology and Management  Belgaum [E185],Mechanical Engineering,Mechanical Engineering [ME],Belgaum,Belgaum,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176351,0,0,0,0,0,0,0,0,176351,0,0,0,0,0,0,0,0,0,0,176351,176351,0,0,0,0
1203,E210,"G Madegowda Institute of Technology  Maddur Taluk, Mandya  DIST","G Madegowda Institute of Technology  Maddur Taluk, Mandya  DIST [E210]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Maddur , Mandya",Mandya,EC,0,0,0,0,0,0,0,0,0,188132,188524,0,0,0,0,142328,0,187961,181605,0,0,172521,0,0,176845,0,0,0,0,0,0,188132,188524,0,0,142328,187961,181605,181605,172521,172521
1389,E273,"Government Engineering College  Viprasainagar, Gangavathi","Government Engineering College  Viprasainagar, Gangavathi [E273]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Viprasainagar, Gangavathi, Koppal",Koppal,EC,177513,0,0,162423,171128,170902,197563,0,0,0,0,0,163356,0,0,156360,0,169559,199139,0,201166,0,0,0,176910,177513,177513,162423,171128,197563,197563,0,0,163356,163356,156360,169559,199139,201166,0,0
897,E151,"Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K","Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K [E151]",Aeronautical Engineering,Aeronautical Engineering [AE],"Mangalore, Dakshina Kannada",Dakshina Kannada,AE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177125,0,0,0,0,0,0,0,0,177125,0,0,0,0,0,0,0,0,0,0,177125,177125,0,0,0,0
734,E119,"K C T Engineering College  Roza(B),Gulbarga","K C T Engineering College  Roza(B),Gulbarga [E119]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Roza,Gulbarga",Gulbarga,EC,0,0,0,0,0,0,189133,0,0,0,0,0,0,0,0,155821,0,186726,0,0,0,0,0,0,177226,0,0,0,0,189133,189133,0,0,0,0,155821,186726,0,0,0,0
1140,E199,"AGM Rural Engineering College  Hubli, Darward (D)","AGM Rural Engineering College  Hubli, Darward (D) [E199]",Computer Science and Design,Computer Science and Design [CD],Hubli,Hubli,CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167291,0,0,187485,0,0,0,0,0,177388,0,0,0,0,0,0,0,0,0,0,167291,167291,187485,187485,0,0
1468,E303,"G M UNIVERSITY  KARUR VILLAGE, DAVANGERE","G M UNIVERSITY  KARUR VILLAGE, DAVANGERE [E303]",B TECH IN COMPUTER SCIENCE (INTERNET OF THINGS),B TECH IN COMPUTER SCIENCE (INTERNET OF THINGS) [LK],Davanagere,Davanagere,LK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178340,0,0,0,0,0,0,0,0,178340,0,0,0,0,0,0,0,0,0,0,178340,178340,0,0,0,0
314,E047,Malnad College of Engineering  Hassan,Malnad College of Engineering  Hassan [E047],Electronics and Instrumentation Engineering,Electronics and Instrumentation Engineering [EI],"Rangoli Halla, Hassan",Hassan,EI,0,0,0,187517,0,0,0,0,0,0,0,0,0,0,0,159819,0,0,187742,0,0,0,0,0,178359,0,0,187517,187517,0,0,0,0,0,0,159819,159819,187742,187742,0,0
1167,E204,"Bangalore Technological  Institute  Sarjapura Rd, Bangalore","Bangalore Technological  Institute  Sarjapura Rd, Bangalore [E204]",Computer Engineering,Computer Engineering [CO],"Sarjapura Rd, Bengaluru",Bengaluru,CO,179898,0,0,189776,0,0,0,0,0,0,0,0,178874,0,0,149937,0,0,193535,0,0,0,0,0,178404,179898,179898,189776,189776,0,0,0,0,178874,178874,149937,149937,193535,193535,0,0
571,E096,East Point College of Engineering and Technology  Bangalore,East Point College of Engineering and Technology  Bangalore [E096],Civil Engineering,Civil Engineering [CE],"Virgo Nagar, Bengaluru",Bengaluru,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178431,0,0,0,0,0,0,0,0,178431,0,0,0,0,0,0,0,0,0,0,178431,178431,0,0,0,0
1232,E216,Shetty Institute of Technology  Gulbarga,Shetty Institute of Technology  Gulbarga [E216],Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],Gulbarga,Gulbarga,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178614,0,0,0,0,0,0,0,0,178614,0,0,0,0,0,0,0,0,0,0,178614,178614,0,0,0,0
1450,E300,"AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY  KASABA HOBLI, BANGALORE RURAL","AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY  KASABA HOBLI, BANGALORE RURAL [E300]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],Bengaluru Rural,Bengaluru Rural,EC,0,0,0,0,0,0,0,0,0,190960,0,0,0,0,0,165194,0,0,188500,0,0,170648,0,0,178825,0,0,0,0,0,0,190960,190960,0,0,165194,165194,188500,188500,170648,170648
821,E136,Moodalakatte Institute of Technology  Udupi District,Moodalakatte Institute of Technology  Udupi District [E136],Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],Udupi,Udupi,AI,0,0,0,0,0,0,198950,0,0,169106,0,0,0,0,0,155937,0,0,192534,0,0,0,0,0,179131,0,0,0,0,198950,198950,169106,169106,0,0,155937,155937,192534,192534,0,0
199,E028,Tontadarya College of Engineering  Gadag,Tontadarya College of Engineering  Gadag [E028],Civil Engineering,Civil Engineering [CE],"Kalyan Nagar, Gadag",Gadag,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179135,0,0,0,0,0,0,0,0,179135,0,0,0,0,0,0,0,0,0,0,179135,179135,0,0,0,0
263,E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur [E038],Mechanical Engineering,Mechanical Engineering [ME],"Adarsh Nagar, Bijapur",Bijapur,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179434,0,0,0,0,0,0,0,0,179434,0,0,0,0,0,0,0,0,0,0,179434,179434,0,0,0,0
1183,E206,Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist,Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist [E206],Civil Engineering,Civil Engineering [CE],Udupi,Udupi,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179534,0,0,0,0,0,0,0,0,179534,0,0,0,0,0,0,0,0,0,0,179534,179534,0,0,0,0
1354,E255,Gitam School Of Technology  BANGALORE RURAL DIST,Gitam School Of Technology  BANGALORE RURAL DIST [E255],Mechanical Engineering,Mechanical Engineering [ME],"Doddaballapura, Bengaluru Rural",Bengaluru Rural,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179575,0,0,0,0,0,0,0,0,179575,0,0,0,0,0,0,0,0,0,0,179575,179575,0,0,0,0
1370,E264,"Basava Engineering School of Technology  Zalaki, Vijaypura Dist.","Basava Engineering School of Technology  Zalaki, Vijaypura Dist. [E264]",Computers Science And Engineering,Computers Science And Engineering [CS],"Zalaki, Bijapur",Bijapur,CS,0,0,0,166242,0,0,0,0,0,0,0,0,0,0,0,149351,0,199921,203105,0,0,0,0,0,179654,0,0,166242,166242,0,0,0,0,0,0,149351,199921,203105,203105,0,0
290,E044,Bheemanna Khandre Institute of Technology  Bhalki,Bheemanna Khandre Institute of Technology  Bhalki [E044],Chemical Engineering,Chemical Engineering [CH],"Bhalki, Bidar",Bidar,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179798,0,0,0,0,0,0,0,0,179798,0,0,0,0,0,0,0,0,0,0,179798,179798,0,0,0,0
438,E071,Vidya Vardhaka College of Engineering  Mysuru,Vidya Vardhaka College of Engineering  Mysuru [E071],Civil Engineering,Civil Engineering [CE],"Gokulam, Mysore",Mysore,CE,200367,0,0,0,0,0,175177,0,0,164109,0,0,0,0,0,160556,193076,200308,171186,0,0,174231,0,0,179876,200367,200367,0,0,175177,175177,164109,164109,0,0,160556,200308,171186,171186,174231,174231
1402,E278,"Visvesvaraya Technological University  Muddenahalli,Chickkaballapur","Visvesvaraya Technological University  Muddenahalli,Chickkaballapur [E278]",Mechanical and Smart Manufacturing,Mechanical and Smart Manufacturing [MM],"Muddenahalli,Chikkaballapur",Chikkaballapur,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180060,0,0,0,0,0,0,0,0,180060,0,0,0,0,0,0,0,0,0,0,180060,180060,0,0,0,0
1146,E201,"Gopalan College of Engineering and Management  White Field, Bangalore","Gopalan College of Engineering and Management  White Field, Bangalore [E201]",Aeronautical Engineering,Aeronautical Engineering [AE],"White field,Bengaluru",Bengaluru,AE,173968,0,0,200902,0,0,169694,0,0,0,0,0,0,0,0,164444,0,0,191310,0,0,0,0,0,180063,173968,173968,200902,200902,169694,169694,0,0,0,0,164444,164444,191310,191310,0,0
418,E064,Adhichunchanagiri Institute of Technology  Chickmagalur,Adhichunchanagiri Institute of Technology  Chickmagalur [E064],Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"Jyothi nagara, Chikkamagaluru",Chikkamagaluru,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180312,0,0,0,0,0,0,0,0,180312,0,0,0,0,0,0,0,0,0,0,180312,180312,0,0,0,0
1347,E255,Gitam School Of Technology  BANGALORE RURAL DIST,Gitam School Of Technology  BANGALORE RURAL DIST [E255],Civil Engineering,Civil Engineering [CE],"Doddaballapura, Bengaluru Rural",Bengaluru Rural,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180454,0,0,0,0,0,0,0,0,180454,0,0,0,0,0,0,0,0,0,0,180454,180454,0,0,0,0
1099,E188,Vijaya Vittala Institute of Technology  Bangalore,Vijaya Vittala Institute of Technology  Bangalore [E188],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Kothanur, Bengaluru",Bengaluru,EC,184630,0,0,190433,0,0,168012,0,0,165925,0,0,191653,0,0,164608,0,179576,201505,0,0,0,0,0,180792,184630,184630,190433,190433,168012,168012,165925,165925,191653,191653,164608,179576,201505,201505,0,0
745,E121,Vivekananada College of Engineering Technology  D K DIST,Vivekananada College of Engineering Technology  D K DIST [E121],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],Dakshina Kannada,Dakshina Kannada,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181053,0,0,0,0,0,0,0,0,181053,0,0,0,0,0,0,0,0,0,0,181053,181053,0,0,0,0
904,E151,"Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K","Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K [E151]",Mechanical Engineering,Mechanical Engineering [ME],"Mangalore, Dakshina Kannada",Dakshina Kannada,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181389,0,0,0,0,0,0,0,0,181389,0,0,0,0,0,0,0,0,0,0,181389,181389,0,0,0,0
1085,E185,Angadi Institute of Technology and Management  Belgaum,Angadi Institute of Technology and Management  Belgaum [E185],Robotics and Automation,Robotics and Automation [RA],Belgaum,Belgaum,RA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181471,0,0,0,0,0,0,0,0,181471,0,0,0,0,0,0,0,0,0,0,181471,181471,0,0,0,0
1174,E205,"ATME College of Engineering  Varun  hobli,Mysore","ATME College of Engineering  Varun  hobli,Mysore [E205]",Civil Engineering,Civil Engineering [CE],"Varun hobli,Mysore",Mysore,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181536,0,0,0,0,0,0,0,0,181536,0,0,0,0,0,0,0,0,0,0,181536,181536,0,0,0,0
1373,E265,Jain College of Engineering and Technology  Hubballi,Jain College of Engineering and Technology  Hubballi [E265],Civil Engineering,Civil Engineering [CE],Hubli,Hubli,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181615,0,0,0,0,0,0,0,0,181615,0,0,0,0,0,0,0,0,0,0,181615,181615,0,0,0,0
407,E062,Bapuji Institute of Engineering and Technology  Davangere,Bapuji Institute of Engineering and Technology  Davangere [E062],Textile Technology,Textile Technology [TX],"BIET, Davanagere",Davanagere,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181648,0,0,0,0,0,0,0,0,181648,0,0,0,0,0,0,0,0,0,0,181648,181648,0,0,0,0
1270,E235,M.S. Ramaiah University of Applied Sciences  Bangalore,M.S. Ramaiah University of Applied Sciences  Bangalore [E235],Automotive Engineering,Automotive Engineering [AT],"New BEL Rd, MSR Nagar, Bengaluru",Bengaluru,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181786,0,0,0,0,0,0,0,0,181786,0,0,0,0,0,0,0,0,0,0,181786,181786,0,0,0,0
350,E055,"P A College of Engineering  Bantwal, Mangalore","P A College of Engineering  Bantwal, Mangalore [E055]",Mechanical Engineering,Mechanical Engineering [ME],"Bantwal, Dakshina Kannada",Dakshina Kannada,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182021,0,0,0,0,0,0,0,0,182021,0,0,0,0,0,0,0,0,0,0,182021,182021,0,0,0,0
1068,E183,Sha-Shib College of Engineering  Chickballapur,Sha-Shib College of Engineering  Chickballapur [E183],Aeronautical Engineering,Aeronautical Engineering [AE],Chikkaballapur,Chikkaballapur,AE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182095,0,0,0,0,0,0,0,0,182095,0,0,0,0,0,0,0,0,0,0,182095,182095,0,0,0,0
548,E093,"Basavakalyana Engineering College  Basavakalyana, Bidar-Dist","Basavakalyana Engineering College  Basavakalyana, Bidar-Dist [E093]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Basavakalyana, Bidar",Bidar,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182135,0,0,0,0,0,0,0,0,182135,0,0,0,0,0,0,0,0,0,0,182135,182135,0,0,0,0
223,E033,Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur [E033],Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"P.B. Road, Ranebennur, Haveri",Haveri,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182287,0,0,0,0,0,0,0,0,182287,0,0,0,0,0,0,0,0,0,0,182287,182287,0,0,0,0
707,E114,G M Institute of Technology  Davanagere,G M Institute of Technology  Davanagere [E114],Mechanical Engineering,Mechanical Engineering [ME],Davanagere,Davanagere,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182653,0,0,0,0,0,0,0,0,182653,0,0,0,0,0,0,0,0,0,0,182653,182653,0,0,0,0
551,E093,"Basavakalyana Engineering College  Basavakalyana, Bidar-Dist","Basavakalyana Engineering College  Basavakalyana, Bidar-Dist [E093]",COMPUTER SCIENCE,COMPUTER SCIENCE [ZC],"Basavakalyana, Bidar",Bidar,ZC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182794,0,0,0,0,0,0,0,0,182794,0,0,0,0,0,0,0,0,0,0,182794,182794,0,0,0,0
746,E121,Vivekananada College of Engineering Technology  D K DIST,Vivekananada College of Engineering Technology  D K DIST [E121],Mechanical Engineering,Mechanical Engineering [ME],Dakshina Kannada,Dakshina Kannada,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183078,0,0,0,0,0,0,0,0,183078,0,0,0,0,0,0,0,0,0,0,183078,183078,0,0,0,0
334,E049,Basaveshwara Engineering College  Bagalkot,Basaveshwara Engineering College  Bagalkot [E049],Civil Engineering,Civil Engineering [CE],Bagalkot,Bagalkot,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183120,0,0,0,0,0,0,0,0,183120,0,0,0,0,0,0,0,0,0,0,183120,183120,0,0,0,0
1186,E206,Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist,Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist [E206],Mechanical Engineering,Mechanical Engineering [ME],Udupi,Udupi,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183196,0,0,0,0,0,0,0,0,183196,0,0,0,0,0,0,0,0,0,0,183196,183196,0,0,0,0
171,E018,Kalpatharu Institute of Technology  Tiptur,Kalpatharu Institute of Technology  Tiptur [E018],Civil Engineering,Civil Engineering [CE],"Vidya Nagar, Tiptur, Tumakuru",Tumakuru,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183359,0,0,0,0,0,0,0,0,183359,0,0,0,0,0,0,0,0,0,0,183359,183359,0,0,0,0
280,E043,Gurunanak Dev Engineering College  Bidar,Gurunanak Dev Engineering College  Bidar [E043],Civil Engineering,Civil Engineering [CE],"Mailoor, Bidar",Bidar,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183408,0,0,0,0,0,0,0,0,183408,0,0,0,0,0,0,0,0,0,0,183408,183408,0,0,0,0
824,E136,Moodalakatte Institute of Technology  Udupi District,Moodalakatte Institute of Technology  Udupi District [E136],Computer Science Engineering-Data Sciences,Computer Science Engineering-Data Sciences [DS],Udupi,Udupi,DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183848,0,0,0,0,0,0,0,0,183848,0,0,0,0,0,0,0,0,0,0,183848,183848,0,0,0,0
684,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore","Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore [E111]",Mechanical Engineering,Mechanical Engineering [ME],"Bettahalsur(P), Bengaluru",Bengaluru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184561,0,0,0,0,0,0,0,0,184561,0,0,0,0,0,0,0,0,0,0,184561,184561,0,0,0,0
