,InstituteId,InstituteName,Institution,CourseName,Course,Location,City,BranchCode,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,AvgCutoffRank,Category-1_min,Category-1_max,Category-2A_min,Category-2A_max,Category-2B_min,Category-2B_max,Category-3A_min,Category-3A_max,Category-3B_min,Category-3B_max,Category-GM_min,Category-GM_max,Category-SC_min,Category-SC_max,Category-ST_min,Category-ST_max
54,E006,M S Ramaiah Institute of Technology  Bangalore,M S Ramaiah Institute of Technology  Bangalore [E006],Medical Electronics,Medical Electronics [MD],"MSRIT Post,Bengaluru",Bengaluru,MD,0,0,0,60193,0,133856,0,0,0,47164,0,0,81339,0,0,47014,0,124267,157206,0,0,82571,0,0,91701,0,0,60193,133856,0,0,47164,47164,81339,81339,47014,124267,157206,157206,82571,82571
371,E059,P D A College of Engineering  Gulbarga,P D A College of Engineering  Gulbarga [E059],Computer Science and Design,Computer Science and Design [CD],"Shambhognlli, Gulbarga",Gulbarga,CD,0,0,0,58097,0,0,0,0,0,120945,0,0,0,0,66306,50981,0,0,76258,0,169439,100345,0,0,91767,0,0,58097,58097,0,0,120945,120945,66306,66306,50981,50981,76258,169439,100345,100345
1297,E237,"Presidency University  Yelahanka, Bangalore","Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMPUTER SCIENCE AND ENGG(BLOCK CHAIN),B TECH IN COMPUTER SCIENCE AND ENGG(BLOCK CHAIN) [CZ],"Yelahanka,Bengaluru",Bengaluru,CZ,88670,0,0,0,0,0,0,0,0,69581,0,98396,69122,0,0,61973,0,74330,159271,0,0,112794,0,0,91767,88670,88670,0,0,0,0,69581,98396,69122,69122,61973,74330,159271,159271,112794,112794
1091,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore","ACS College of Engineering  Kengeri Hobli,Bangalore [E186]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Kengeri Hobli,Bengaluru",Bengaluru,EC,0,0,0,75553,0,0,93048,0,0,78355,0,0,90493,0,0,74418,0,75441,155431,0,0,0,0,0,91819,0,0,75553,75553,93048,93048,78355,78355,90493,90493,74418,75441,155431,155431,0,0
1020,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore","R.R.Institute of Technology  Chikkabanavara, Bangalore [E172]",Information Science and Engineering,Information Science and Engineering [IE],"Chikkabavanara,Bengaluru",Bengaluru,IE,64759,0,0,83136,0,0,65442,0,0,0,0,0,67853,0,0,63988,0,73066,137183,0,0,180221,0,0,91956,64759,64759,83136,83136,65442,65442,0,0,67853,67853,63988,73066,137183,137183,180221,180221
397,E062,Bapuji Institute of Engineering and Technology  Davangere,Bapuji Institute of Engineering and Technology  Davangere [E062],Computer Science and Business Systems,Computer Science and Business Systems [CB],"BIET, Davanagere",Davanagere,CB,0,0,0,60575,0,0,69314,0,0,0,0,0,62363,109630,0,57662,102918,66302,157142,0,0,142169,0,0,92008,0,0,60575,60575,69314,69314,0,0,62363,109630,57662,102918,157142,157142,142169,142169
693,E113,Sambhram Institute of Technology  Bangalore,Sambhram Institute of Technology  Bangalore [E113],Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Jalahalli East, Bengaluru",Bengaluru,AI,80719,0,0,79742,0,86005,0,0,0,78435,0,0,79281,0,0,69412,83711,75934,124926,0,0,162821,0,0,92098,80719,80719,79742,86005,0,0,78435,78435,79281,79281,69412,83711,124926,124926,162821,162821
102,E011,M V J College of Engineering  Bangalore,M V J College of Engineering  Bangalore [E011],ELECTRONICS AND COMMUNICATION (ADV COMM TECH),ELECTRONICS AND COMMUNICATION (ADV COMM TECH) [EB],"Kadugodi, Bengaluru",Bengaluru,EB,75378,0,0,70180,0,0,77009,0,0,65248,0,145039,74750,0,0,65201,89495,67348,129686,0,0,153772,0,0,92100,75378,75378,70180,70180,77009,77009,65248,145039,74750,74750,65201,89495,129686,129686,153772,153772
1290,E237,"Presidency University  Yelahanka, Bangalore","Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMP SCIENCE AND ENGG(CYBER SECURITY),B TECH IN COMP SCIENCE AND ENGG(CYBER SECURITY) [BX],"Yelahanka,Bengaluru",Bengaluru,BX,68486,0,0,64888,0,117690,56887,0,0,56678,0,0,56450,0,75383,52366,85353,68301,131868,0,195078,169787,0,0,92247,68486,68486,64888,117690,56887,56887,56678,56678,56450,75383,52366,85353,131868,195078,169787,169787
433,E070,"Bahubali College of Engineering  Hassan Dist,","Bahubali College of Engineering  Hassan Dist, [E070]",Computers Science And Engineering,Computers Science And Engineering [CS],"Gommatanagar,Hassan",Hassan,CS,89540,0,0,80564,0,0,0,0,0,92433,0,0,0,0,109212,72648,98075,86391,109252,0,0,0,0,0,92264,89540,89540,80564,80564,0,0,92433,92433,109212,109212,72648,98075,109252,109252,0,0
1286,E237,"Presidency University  Yelahanka, Bangalore","Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMPUTER SCIENCE AND TECHNOLOGY,B TECH IN COMPUTER SCIENCE AND TECHNOLOGY [BQ],"Yelahanka,Bengaluru",Bengaluru,BQ,0,0,0,77701,0,88287,63922,0,75907,67549,0,0,79448,0,0,61571,95445,73885,143337,0,0,188541,0,0,92326,0,0,77701,88287,63922,75907,67549,67549,79448,79448,61571,95445,143337,143337,188541,188541
747,E123,Canara Engineering College Bantwal  DK DIST,Canara Engineering College Bantwal  DK DIST [E123],Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Bantwal,Dakshina Kannada",Dakshina Kannada,AI,81496,0,0,77783,78994,94268,110278,0,0,60653,0,0,69177,0,0,54902,56518,66671,172909,0,0,187665,0,0,92609,81496,81496,77783,94268,110278,110278,60653,60653,69177,69177,54902,66671,172909,172909,187665,187665
1220,E212,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore [E212],Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"Kanakapur,Bengaluru",Bengaluru,EE,63325,147129,0,71468,0,117008,76898,0,0,59885,0,0,62173,0,0,59612,0,72898,182516,0,0,106220,0,0,92648,63325,147129,71468,117008,76898,76898,59885,59885,62173,62173,59612,72898,182516,182516,106220,106220
1345,E255,Gitam School Of Technology  BANGALORE RURAL DIST,Gitam School Of Technology  BANGALORE RURAL DIST [E255],"Computer Science Engineering-AI, Machine Learning","Computer Science Engineering-AI, Machine Learning [CA]","Doddaballapura, Bengaluru Rural",Bengaluru Rural,CA,93177,0,0,73531,0,179294,83971,0,0,58560,0,0,68075,0,0,56681,91638,74357,147705,0,0,0,0,0,92698,93177,93177,73531,179294,83971,83971,58560,58560,68075,68075,56681,91638,147705,147705,0,0
749,E123,Canara Engineering College Bantwal  DK DIST,Canara Engineering College Bantwal  DK DIST [E123],Computer Science and Design,Computer Science and Design [CD],"Bantwal,Dakshina Kannada",Dakshina Kannada,CD,93053,0,0,90494,0,0,122916,0,0,0,0,0,89955,0,0,81580,85633,86423,0,0,0,0,0,0,92864,93053,93053,90494,90494,122916,122916,0,0,89955,89955,81580,86423,0,0,0,0
850,E144,Srinivas Institute of Technology  Mangalore.,Srinivas Institute of Technology  Mangalore. [E144],Computers Science And Engineering,Computers Science And Engineering [CS],"Mangalore, Dakshina Kannada",Dakshina Kannada,CS,50856,0,0,68013,0,93551,57810,0,0,0,0,0,78421,0,92836,48219,53019,60553,130208,188905,164781,89806,0,128943,93280,50856,50856,68013,93551,57810,57810,0,0,78421,92836,48219,60553,130208,188905,89806,128943
1003,E169,"Alva`s Institute of Engineering and Technology  Moodabidri,","Alva`s Institute of Engineering and Technology  Moodabidri, [E169]",Computer Science Engineering-Data Sciences,Computer Science Engineering-Data Sciences [DS],"Moodabidri, Dakshina Kannada",Dakshina Kannada,DS,101860,0,0,94956,0,0,125076,0,0,0,0,71819,0,0,0,65089,0,69408,125729,0,0,0,0,0,93419,101860,101860,94956,94956,125076,125076,71819,71819,0,0,65089,69408,125729,125729,0,0
638,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Aeronautical Engineering,Aeronautical Engineering [AE],"Yelahanka, Bengaluru",Bengaluru,AE,54971,0,0,97843,0,0,74205,0,0,59608,0,102244,57174,0,0,51750,0,76720,80479,163907,175935,126876,0,0,93476,54971,54971,97843,97843,74205,74205,59608,102244,57174,57174,51750,76720,80479,175935,126876,126876
987,E166,K L E Institute of Technology  Hubli,K L E Institute of Technology  Hubli [E166],Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],Hubli,Hubli,EE,61600,0,0,71835,0,83230,0,0,150034,0,90839,0,79342,0,0,58991,79815,65707,110454,0,0,179425,0,0,93752,61600,61600,71835,83230,150034,150034,90839,90839,79342,79342,58991,79815,110454,110454,179425,179425
460,E077,Vidya Vikas Institute of Engineering and Technology  Mysuru,Vidya Vikas Institute of Engineering and Technology  Mysuru [E077],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Alanahally, Mysore",Mysore,EC,78579,0,0,81997,0,84589,79240,0,0,68983,0,0,70083,0,0,67448,80369,71439,101147,162132,149019,124141,0,0,93782,78579,78579,81997,84589,79240,79240,68983,68983,70083,70083,67448,80369,101147,162132,124141,124141
361,E057,JSS Science and Technology University(Formerly SJCE)  Mysore,JSS Science and Technology University(Formerly SJCE)  Mysore [E057],Mechanical Engineering,Mechanical Engineering [ME],"University Of Mysore Campus, Mysore",Mysore,ME,83118,0,0,77865,0,0,0,0,0,72232,0,0,75207,0,115635,68945,0,114205,147035,0,0,90695,0,0,93881,83118,83118,77865,77865,0,0,72232,72232,75207,115635,68945,114205,147035,147035,90695,90695
279,E043,Gurunanak Dev Engineering College  Bidar,Gurunanak Dev Engineering College  Bidar [E043],Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Mailoor, Bidar",Bidar,AI,104067,0,0,97326,0,0,0,0,0,0,0,0,0,0,0,62229,0,0,112256,0,0,0,0,0,93969,104067,104067,97326,97326,0,0,0,0,0,0,62229,62229,112256,112256,0,0
535,E091,K S Institute of Technology  Bangalore,K S Institute of Technology  Bangalore [E091],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Raghuvanahalli, Bengaluru",Bengaluru,EC,56984,0,0,72402,96366,0,62097,0,0,54450,0,0,64366,0,0,52229,86980,72092,140271,0,182338,188758,0,0,94111,56984,56984,72402,96366,62097,62097,54450,54450,64366,64366,52229,86980,140271,182338,188758,188758
673,E109,City Engineering College  Bangalore,City Engineering College  Bangalore [E109],Computers Science And Engineering,Computers Science And Engineering [CS],"Doddakallasandra, Bengaluru",Bengaluru,CS,78834,111732,0,86512,0,107584,0,0,0,72743,0,0,72722,0,87313,72533,85871,82523,112068,0,127556,125853,0,0,94141,78834,111732,86512,107584,0,0,72743,72743,72722,87313,72533,85871,112068,127556,125853,125853
573,E096,East Point College of Engineering and Technology  Bangalore,East Point College of Engineering and Technology  Bangalore [E096],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Virgo Nagar, Bengaluru",Bengaluru,EC,77395,0,0,72996,0,93875,96592,0,0,67735,0,0,69776,0,0,63350,72727,75189,153962,0,0,192121,0,0,94156,77395,77395,72996,93875,96592,96592,67735,67735,69776,69776,63350,75189,153962,153962,192121,192121
1433,E291,"Government Engineering College  Naragund,Gadag","Government Engineering College  Naragund,Gadag [E291]",Computers Science And Engineering,Computers Science And Engineering [CS],Gadag,Gadag,CS,79025,113296,108163,91146,0,0,89858,0,0,75638,0,0,80706,0,91212,73424,77355,87863,121809,0,128599,83999,0,112348,94296,79025,113296,91146,91146,89858,89858,75638,75638,80706,91212,73424,87863,121809,128599,83999,112348
1361,E258,"Maharaja Institute of Technology  THANDAVAPURA, MYSORE","Maharaja Institute of Technology  THANDAVAPURA, MYSORE [E258]","Computer Science Engineering-AI, Machine Learning","Computer Science Engineering-AI, Machine Learning [CA]","Thandavapura, Mysore",Mysore,CA,0,0,0,84666,0,95235,70527,0,0,0,71320,0,68106,0,0,63741,0,88249,124049,0,178565,98646,0,0,94310,0,0,84666,95235,70527,70527,71320,71320,68106,68106,63741,88249,124049,178565,98646,98646
1343,E254,A J Institute Of Engineering And Technology  MANGALORE,A J Institute Of Engineering And Technology  MANGALORE [E254],Information Science and Engineering,Information Science and Engineering [IE],"Mangalore, Dakshina Kannada",Dakshina Kannada,IE,60581,0,0,65368,68493,0,0,0,98211,68363,0,0,60835,0,0,49781,0,50920,169674,0,185313,163373,0,0,94628,60581,60581,65368,68493,98211,98211,68363,68363,60835,60835,49781,50920,169674,185313,163373,163373
1192,E208,Achutha Institute of Technology  Bangalore,Achutha Institute of Technology  Bangalore [E208],Computers Science And Engineering,Computers Science And Engineering [CS],"Yelahanka, Bengaluru",Bengaluru,CS,0,0,0,98343,0,0,0,0,0,0,0,0,95458,0,0,90727,0,94113,0,0,0,0,0,0,94660,0,0,98343,98343,0,0,0,0,95458,95458,90727,94113,0,0,0,0
53,E006,M S Ramaiah Institute of Technology  Bangalore,M S Ramaiah Institute of Technology  Bangalore [E006],Industrial Engineering and Management,Industrial Engineering and Management [IM],"MSRIT Post,Bengaluru",Bengaluru,IM,85755,0,0,82595,0,0,0,0,0,78574,0,0,74697,0,0,64430,0,94382,117247,0,159619,0,0,0,94662,85755,85755,82595,82595,0,0,78574,78574,74697,74697,64430,94382,117247,159619,0,0
1359,E257,"CMR University  CHAGALATTI, BANGALORE","CMR University  CHAGALATTI, BANGALORE [E257]",B TECH IN INFORMATION TECHNOLOGY,B TECH IN INFORMATION TECHNOLOGY [CW],"Chagalatti, Bengaluru",Bengaluru,CW,74951,0,0,72089,0,116630,56779,143370,0,56893,0,0,63366,0,0,54997,101192,87716,144201,0,0,164138,0,0,94693,74951,74951,72089,116630,56779,143370,56893,56893,63366,63366,54997,101192,144201,144201,164138,164138
21,E004,Dr. Ambedkar Institute Of Technology  Bangalore,Dr. Ambedkar Institute Of Technology  Bangalore [E004],Electronics and Instrumentation Engineering,Electronics and Instrumentation Engineering [EI],"Near Gnana Bharathi, Bengaluru",Bengaluru,EI,79060,0,0,78757,92830,95956,117081,0,0,60808,0,72850,74691,0,0,58813,84492,67846,168733,0,0,181597,0,0,94885,79060,79060,78757,95956,117081,117081,60808,72850,74691,74691,58813,84492,168733,168733,181597,181597
680,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore","Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore [E111]",Computer Science Engineering-Cyber Security,Computer Science Engineering-Cyber Security [CY],"Bettahalsur(P), Bengaluru",Bengaluru,CY,102660,0,0,82726,0,0,133502,0,0,68539,0,0,81109,0,0,63679,92117,64270,119679,0,0,141463,0,0,94974,102660,102660,82726,82726,133502,133502,68539,68539,81109,81109,63679,92117,119679,119679,141463,141463
1082,E185,Angadi Institute of Technology and Management  Belgaum,Angadi Institute of Technology and Management  Belgaum [E185],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],Belgaum,Belgaum,EC,148945,0,0,80028,89742,98787,119050,0,0,94998,0,0,74632,0,0,73038,73593,81096,0,0,0,111489,0,0,95036,148945,148945,80028,98787,119050,119050,94998,94998,74632,74632,73038,81096,0,0,111489,111489
1120,E194,Government Engineering College  KARWAR,Government Engineering College  KARWAR [E194],Computers Science And Engineering,Computers Science And Engineering [CS],Karwar,Karwar,CS,76686,0,0,101476,0,101531,76358,0,0,103194,0,113033,89345,0,0,74406,76342,76949,108375,0,0,108069,129877,0,95049,76686,76686,101476,101531,76358,76358,103194,113033,89345,89345,74406,76949,108375,108375,108069,129877
915,E153,S E A College of Engineering and Technology  K R puram bangalore,S E A College of Engineering and Technology  K R puram bangalore [E153],Computers Science And Engineering,Computers Science And Engineering [CS],"K R puram,Bengaluru",Bengaluru,CS,76647,0,0,80726,0,0,70382,0,0,68411,0,0,73659,0,96752,68197,95017,85907,112570,130889,137336,140176,0,0,95128,76647,76647,80726,80726,70382,70382,68411,68411,73659,96752,68197,95017,112570,137336,140176,140176
892,E150,P E S Institute of Technology and Management  Shivamogga,P E S Institute of Technology and Management  Shivamogga [E150],Computer Science Engineering-Data Sciences,Computer Science Engineering-Data Sciences [DS],Shivamogga,Shivamogga,DS,65978,0,0,74466,0,0,0,0,156575,94131,0,0,0,0,0,61208,63771,78173,122833,0,0,139435,0,0,95174,65978,65978,74466,74466,156575,156575,94131,94131,0,0,61208,78173,122833,122833,139435,139435
1011,E171,"Brindavan College of Engineering  Yelahanka, Bangalore","Brindavan College of Engineering  Yelahanka, Bangalore [E171]",Computers Science And Engineering,Computers Science And Engineering [CS],"Yelahanka,Bengaluru",Bengaluru,CS,74836,0,0,79856,118882,85172,72100,0,0,67807,0,0,71500,0,74013,63687,71842,73457,113492,126169,135105,131987,0,165327,95327,74836,74836,79856,118882,72100,72100,67807,67807,71500,74013,63687,73457,113492,135105,131987,165327
1102,E189,"Navkis College of Engineering (Formerly NDRKIT)  Kandali, Hassan","Navkis College of Engineering (Formerly NDRKIT)  Kandali, Hassan [E189]",Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Kandali, Hassan",Hassan,AI,84734,0,0,78177,0,133959,72460,0,0,0,0,0,70413,0,0,69744,0,100388,163736,0,0,85002,0,0,95401,84734,84734,78177,133959,72460,72460,0,0,70413,70413,69744,100388,163736,163736,85002,85002
874,E147,T.John Engineering College  Bangalore,T.John Engineering College  Bangalore [E147],Computers Science And Engineering,Computers Science And Engineering [CS],"Bannerghatta Main Rd, Bengaluru",Bengaluru,CS,0,0,0,77389,0,92886,62110,0,112961,63361,0,0,68868,0,84843,58705,0,82699,92378,139286,109903,0,0,195214,95431,0,0,77389,92886,62110,112961,63361,63361,68868,84843,58705,82699,92378,139286,195214,195214
282,E043,Gurunanak Dev Engineering College  Bidar,Gurunanak Dev Engineering College  Bidar [E043],Computer Science Engineering-Data Sciences,Computer Science Engineering-Data Sciences [DS],"Mailoor, Bidar",Bidar,DS,82093,0,0,117386,0,0,0,0,0,119347,0,0,0,0,115365,64273,0,0,74715,0,0,0,0,0,95529,82093,82093,117386,117386,0,0,119347,119347,115365,115365,64273,64273,74715,74715,0,0
714,E115,"S J B Institute of Technology  Kengeri,Bangalore (ATNMS)","S J B Institute of Technology  Kengeri,Bangalore (ATNMS) [E115]",Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"Kengeri,Bengaluru",Bengaluru,EE,79237,0,0,86524,0,100297,140144,0,0,68676,0,0,76760,0,0,67727,80800,93101,162089,0,0,0,0,0,95535,79237,79237,86524,100297,140144,140144,68676,68676,76760,76760,67727,93101,162089,162089,0,0
381,E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore","Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore [E060]",Aeronautical Engineering,Aeronautical Engineering [AE],"Jnanabharathi Campus, Bengaluru",Bengaluru,AE,78701,0,0,96360,0,145602,78512,0,0,0,0,0,83097,0,0,69300,0,81507,73243,0,102579,146996,0,0,95589,78701,78701,96360,145602,78512,78512,0,0,83097,83097,69300,81507,73243,102579,146996,146996
617,E102,DONBOSCO Institute of Technology  Bangalore,DONBOSCO Institute of Technology  Bangalore [E102],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Kumbalgodu,Bengaluru",Bengaluru,EC,79825,0,0,75315,104532,88925,84935,0,0,61263,0,70622,66684,0,73084,58685,78858,70375,165721,168478,0,190686,0,0,95865,79825,79825,75315,104532,84935,84935,61263,70622,66684,73084,58685,78858,165721,168478,190686,190686
743,E121,Vivekananada College of Engineering Technology  D K DIST,Vivekananada College of Engineering Technology  D K DIST [E121],Computers Science And Engineering,Computers Science And Engineering [CS],Dakshina Kannada,Dakshina Kannada,CS,66567,0,0,83605,0,115947,0,0,0,99430,0,0,84367,0,0,47144,50420,58613,143696,166508,191344,65602,0,73569,95908,66567,66567,83605,115947,0,0,99430,99430,84367,84367,47144,58613,143696,191344,65602,73569
1314,E240,"Dayananda Sagar University  Hosur Road, Bangalore","Dayananda Sagar University  Hosur Road, Bangalore [E240]",B TECH IN AERO SPACE ENGINEERING,B TECH IN AERO SPACE ENGINEERING [BL],"Hosur,Bengaluru",Bengaluru,BL,75929,0,0,70996,0,0,62299,0,0,0,0,0,146927,0,0,57450,0,66431,140268,0,0,147015,0,0,95914,75929,75929,70996,70996,62299,62299,0,0,146927,146927,57450,66431,140268,140268,147015,147015
695,E113,Sambhram Institute of Technology  Bangalore,Sambhram Institute of Technology  Bangalore [E113],Computers Science And Engineering,Computers Science And Engineering [CS],"Jalahalli East, Bengaluru",Bengaluru,CS,71006,0,110780,77112,112479,86232,71776,0,0,62756,0,79363,68195,0,70185,60549,63633,69455,114955,182907,151216,123320,154740,0,96147,71006,110780,77112,112479,71776,71776,62756,79363,68195,70185,60549,69455,114955,182907,123320,154740
1246,E222,"Cambridge Institutute of Technology-North Campus  Devanahalli(TQ),Bangalore(R)","Cambridge Institutute of Technology-North Campus  Devanahalli(TQ),Bangalore(R) [E222]",Computer Science Engineering-Cyber Security,Computer Science Engineering-Cyber Security [CY],"Devanahalli,Bengaluru",Bengaluru,CY,77516,0,109033,90518,0,0,75213,0,0,77845,0,0,0,0,0,68626,0,79227,144418,0,0,143286,0,0,96186,77516,109033,90518,90518,75213,75213,77845,77845,0,0,68626,79227,144418,144418,143286,143286
650,E106,East West Institute of Technology  Bangalore,East West Institute of Technology  Bangalore [E106],"Computer Science Engineering-AI, Machine Learning","Computer Science Engineering-AI, Machine Learning [CA]","Yelahanka, Bengaluru",Bengaluru,CA,0,0,0,73836,0,0,0,0,160360,60882,0,63413,0,0,0,60463,99623,62290,130138,0,0,155642,0,0,96294,0,0,73836,73836,160360,160360,60882,63413,0,0,60463,99623,130138,130138,155642,155642
1148,E201,"Gopalan College of Engineering and Management  White Field, Bangalore","Gopalan College of Engineering and Management  White Field, Bangalore [E201]",Computers Science And Engineering,Computers Science And Engineering [CS],"White field,Bengaluru",Bengaluru,CS,60691,0,0,73609,124757,95727,0,0,0,63564,0,0,64077,0,97610,58770,0,66792,103061,0,138076,119567,0,187028,96409,60691,60691,73609,124757,0,0,63564,63564,64077,97610,58770,66792,103061,138076,119567,187028
1142,E199,"AGM Rural Engineering College  Hubli, Darward (D)","AGM Rural Engineering College  Hubli, Darward (D) [E199]",Computers Science And Engineering,Computers Science And Engineering [CS],Hubli,Hubli,CS,82221,0,0,90966,92977,0,78750,0,0,129173,0,0,0,0,89465,76193,88427,83843,111527,123979,0,113191,0,0,96726,82221,82221,90966,92977,78750,78750,129173,129173,89465,89465,76193,88427,111527,123979,113191,113191
454,E076,"Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballari DT","Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballari DT [E076]",Computers Science And Engineering,Computers Science And Engineering [CS],"Hosapete, Bellary",Bellary,CS,0,0,0,92139,0,99417,91550,0,0,0,0,0,93146,0,0,54832,96847,80855,151422,0,0,111090,0,0,96810,0,0,92139,99417,91550,91550,0,0,93146,93146,54832,96847,151422,151422,111090,111090
536,E091,K S Institute of Technology  Bangalore,K S Institute of Technology  Bangalore [E091],"CS-Internet of things,Cyber Security(Block Chain)","CS-Internet of things,Cyber Security(Block Chain) [IC]","Raghuvanahalli, Bengaluru",Bengaluru,IC,84370,0,0,60217,0,150414,96461,0,0,56035,0,0,54516,0,0,53997,0,98928,149359,0,164255,0,0,0,96855,84370,84370,60217,150414,96461,96461,56035,56035,54516,54516,53997,98928,149359,164255,0,0
1090,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore","ACS College of Engineering  Kengeri Hobli,Bangalore [E186]",Computer Science Engineering-Data Sciences,Computer Science Engineering-Data Sciences [DS],"Kengeri Hobli,Bengaluru",Bengaluru,DS,110193,0,0,79127,98195,98369,85400,0,0,61553,0,0,70349,0,0,60062,0,87609,152085,0,162573,0,0,0,96865,110193,110193,79127,98369,85400,85400,61553,61553,70349,70349,60062,87609,152085,162573,0,0
912,E153,S E A College of Engineering and Technology  K R puram bangalore,S E A College of Engineering and Technology  K R puram bangalore [E153],Artificial Intelligence And Data Science,Artificial Intelligence And Data Science [AD],"K R puram,Bengaluru",Bengaluru,AD,0,0,0,99298,0,0,0,0,0,86107,0,86198,86535,0,0,84125,0,0,139979,0,0,0,0,0,97040,0,0,99298,99298,0,0,86107,86198,86535,86535,84125,84125,139979,139979,0,0
1135,E198,Sharnbasva University College for Women(Formerly Godutai)  Gulbarga,Sharnbasva University College for Women(Formerly Godutai)  Gulbarga [E198],B TECH IN ARTIFICIAL INTELLIGENCE AND ML,B TECH IN ARTIFICIAL INTELLIGENCE AND ML [BH],Gulbarga,Gulbarga,BH,131902,0,0,94080,0,0,0,0,0,0,0,0,73256,0,0,71059,0,101651,110832,0,0,0,0,0,97130,131902,131902,94080,94080,0,0,0,0,73256,73256,71059,101651,110832,110832,0,0
172,E018,Kalpatharu Institute of Technology  Tiptur,Kalpatharu Institute of Technology  Tiptur [E018],Computers Science And Engineering,Computers Science And Engineering [CS],"Vidya Nagar, Tiptur, Tumakuru",Tumakuru,CS,70617,0,0,80958,0,98952,65638,0,92942,76962,0,0,62052,0,80378,58372,74713,68207,114727,0,171366,143895,0,198675,97230,70617,70617,80958,98952,65638,92942,76962,76962,62052,80378,58372,74713,114727,171366,143895,198675
516,E087,Vivekananada Institute of Technology  Bangalore,Vivekananada Institute of Technology  Bangalore [E087],Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Kumbalagodu, Bengaluru",Bengaluru,AI,97847,0,103001,91128,0,0,0,0,0,0,0,0,70409,0,97781,69120,98204,0,114580,0,0,133301,0,0,97263,97847,103001,91128,91128,0,0,0,0,70409,97781,69120,98204,114580,114580,133301,133301
841,E142,"Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist.","Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist. [E142]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Nagamangala ,Mandya",Mandya,EC,79512,0,0,172478,0,0,73402,0,0,54947,0,0,60834,0,63643,52995,77744,61471,163162,187129,0,121007,0,0,97360,79512,79512,172478,172478,73402,73402,54947,54947,60834,63643,52995,77744,163162,187129,121007,121007
818,E135,"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist","K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist [E135]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Haliyal, Uttara Kannada",Uttara Kannada,EC,74535,0,0,81429,0,176567,65545,0,0,112391,0,0,68471,0,70292,59942,62942,68911,160489,0,0,166986,0,0,97375,74535,74535,81429,176567,65545,65545,112391,112391,68471,70292,59942,68911,160489,160489,166986,166986
911,E152,"S D M Institute of Tech.  Ujire,Dakshina Kannada","S D M Institute of Tech.  Ujire,Dakshina Kannada [E152]",Information Science and Engineering,Information Science and Engineering [IE],"Ujire,Dakshina Kannada",Dakshina Kannada,IE,61481,0,0,65149,0,0,0,0,0,0,0,0,58476,0,0,51459,54215,54101,176988,0,182323,172828,0,0,97446,61481,61481,65149,65149,0,0,0,0,58476,58476,51459,54215,176988,182323,172828,172828
147,E016,Siddaganga Institute of Technology  Tumkur,Siddaganga Institute of Technology  Tumkur [E016],Bio Technology,Bio Technology [BT],"Bangalore - Honnavar Rd,Tumakuru",Tumakuru,BT,0,0,0,58442,0,0,120382,0,0,0,0,0,0,0,0,56292,0,101171,130248,0,0,119159,0,0,97615,0,0,58442,58442,120382,120382,0,0,0,0,56292,101171,130248,130248,119159,119159
